Sensor,s_0
239,-30791.9550396186
240,-30764.015371524743
241,-30747.27639094408
242,-30752.729714426354
243,-30793.06839002452
244,-30763.625814898674
245,-30744.086805293962
246,-30751.526267842975
247,-30695.98672286997
248,-30687.13712996184
249,-30763.828459081513
250,-30805.741874136984
251,-30758.81461349162
252,-30842.079024991308
253,-30883.35316198822
254,-30918.57027356944
255,-30839.472505676473
256,-30797.77858750313
257,-30745.030597499248
258,-30709.64662526041
259,-30699.6914927313
260,-30735.810361454605
261,-30685.733522895698
262,-30719.242644085916
263,-30760.34485007414
264,-30738.13982798787
265,-30705.266031179515
266,-30744.174518856114
267,-30859.808987631855
268,-30997.236412031907
269,-31038.28277054874
270,-31056.15597763123
271,-31020.650611969275
272,-31088.803874670586
273,-31039.373021165386
274,-31138.380741703753
275,-31186.342275297942
276,-31252.11370118073
277,-31237.360185526533
278,-31290.84256989338
279,-31347.85000118958
280,-31264.57216543506
281,-31263.318898763995
282,-31190.215100310274
283,-31106.512446535213
284,-31125.230640672453
285,-31128.7296773888
286,-31079.17085180875
287,-31094.285898509595
288,-31143.33550308514
289,-31133.003028090443
290,-31088.356055796885
291,-31069.609206774683
292,-31099.303978525677
293,-31062.772195806825
294,-31097.831506105667
295,-31113.530409870116
296,-31160.804145684782
297,-31228.5367966107
298,-31287.982810996382
299,-31252.665471968478
300,-31278.049729364677
301,-31312.834749890568
302,-31303.074652563508
303,-31360.80052426559
304,-31311.799594027518
305,-31345.916369206378
306,-31304.326588197444
307,-31361.934092066345
308,-31452.68428063993
309,-31479.19799997512
310,-31584.177722585326
311,-31503.107310980995
312,-31408.372618863978
313,-31354.074501266507
314,-31380.25255020429
315,-31336.946442151122
316,-31355.144494612287
317,-31349.225067786585
318,-31336.24393429729
319,-31360.470280843754
320,-31367.91316055066
321,-31341.054761475527
322,-31365.1790131636
323,-31360.88052698514
324,-31272.36188205507
325,-31286.299253445755
326,-31292.27910473834
327,-31287.804040900613
328,-31318.166292030986
329,-31335.12839036869
330,-31242.943468783094
331,-31266.381669988215
332,-31331.36238233711
333,-31274.850043233182
334,-31301.99141647721
335,-31317.240771532866
336,-31271.451964364744
337,-31161.189334705425
338,-31109.292729814173
339,-31114.51599932128
340,-31126.358922108873
341,-31154.321787161163
342,-31084.850116192814
343,-31152.933369419952
344,-31163.988707788525
345,-31085.498351193506
346,-31127.860538468107
347,-31196.847538324317
348,-31230.999260047578
349,-31216.277214913847
350,-31188.321102252354
351,-31146.797179144512
352,-31080.131727151453
353,-31043.605166300986
354,-31026.9282446455
355,-31082.27331136491
356,-31112.953598477685
357,-31110.563975337976
358,-31088.255221649557
359,-31074.909997108665
360,-31099.13749853639
361,-31183.201183435867
362,-31184.96276093706
363,-31213.93843626595
364,-31190.24755024554
365,-31215.006015632385
366,-31178.566408211547
367,-31205.614888751094
368,-31282.309315016875
369,-31248.0708893355
370,-31239.04720113859
371,-31250.07758682328
372,-31303.36489618776
373,-31297.617096463255
374,-31289.77715844075
375,-31309.949624110697
376,-31325.044503626294
377,-31278.682863916332
378,-31300.15593500262
379,-31242.28589187301
380,-31351.709475807125
381,-31451.995096710383
382,-31400.16642864801
383,-31451.33024079476
384,-31434.052925877448
385,-31490.304997356656
386,-31539.81853628446
387,-31548.08384469684
388,-31585.04804884196
389,-31659.700026801736
390,-31622.22534049572
391,-31529.457268718386
392,-31544.10478845576
393,-31549.472082162996
394,-31566.682355597306
395,-31543.157139776027
396,-31597.49283837048
397,-31596.375003926092
398,-31498.2170684643
399,-31455.037690025056
400,-31411.988011638092
401,-31452.050641730348
402,-31366.91129219658
403,-31438.666534153406
404,-31407.051612124764
405,-31300.01223849669
406,-31204.145058178165
407,-31185.42702847583
408,-31247.432724282084
409,-31236.309491077198
410,-31345.35997967796
411,-31304.699990529774
412,-31332.61729748979
413,-31269.721358321927
414,-31310.281632984803
415,-31276.854945653136
416,-31248.18353558049
417,-31240.74039153622
418,-31205.121320166953
419,-31209.81457711094
420,-31197.733602619173
421,-31082.3387945186
422,-31007.118843895543
423,-30893.693798938668
424,-30866.966875747137
425,-30869.07534128936
426,-30875.254242960833
427,-30909.293549329483
428,-30883.499687192456
429,-30933.912974074075
430,-31014.698489752285
431,-31087.678393906695
432,-31160.074062218635
433,-31188.326110426315
434,-31083.363595562932
435,-31127.83643402071
436,-31095.669924124173
437,-31095.236306952895
438,-31034.447585173624
439,-30979.348778175732
440,-31047.89846684595
441,-31030.263228198426
442,-31009.60290970946
443,-31001.8962153028
444,-30980.672583461568
445,-30977.68704730823
446,-30968.532353635117
447,-31025.986701058442
448,-31035.45080495738
449,-31108.87185182427
450,-31125.380737248288
451,-31089.5761540316
452,-31165.7004714706
453,-31115.99806380446
454,-31178.924660189223
455,-31210.42383777679
456,-31148.964726381015
457,-31101.23184925024
458,-31152.3099050037
459,-31172.716355012904
460,-31108.86354311669
461,-31132.885777615094
462,-31054.946651969196
463,-31015.00580724832
464,-31085.355635132524
465,-31093.95194006685
466,-31092.087609162183
467,-31136.28037868121
468,-31099.38127540289
469,-31138.28193065959
470,-31156.17027568889
471,-31054.89848184738
472,-31025.428881492277
473,-31070.880055451984
474,-31070.75711420024
475,-31126.641800053323
476,-31131.522663031497
477,-31179.48172836455
478,-31127.99068463376
479,-31187.308457166444
480,-31217.186018511475
481,-31176.352993451077
482,-31117.27987975186
483,-31215.326548084508
484,-31187.06819497158
485,-31221.18056631977
486,-31169.681946825564
487,-31109.23092991939
488,-31132.414220409948
489,-31115.954233680484
490,-31098.335990576765
491,-31087.009202600013
492,-31071.7852184889
493,-31042.82599977865
494,-31026.70057276784
495,-31029.895407476724
496,-31027.852900173944
497,-31040.163443130987
498,-31074.306980493064
499,-31057.847339490927
500,-31075.266276699214
501,-31064.396328769395
502,-31041.5269389193
503,-31092.80965357772
504,-31106.670031456357
505,-31142.728000820185
506,-31058.036279444244
507,-31135.76105794221
508,-31084.21417158813
509,-31076.955146358865
510,-31045.538867042804
511,-31087.31836152087
512,-31114.7157269199
513,-31141.847869467943
514,-31121.750323543387
515,-31085.78766383452
516,-31009.050992745455
517,-30982.475324284325
518,-31008.472007746514
519,-30993.26787412759
520,-31033.40197473471
521,-31046.11367667227
522,-30962.3334882637
523,-31102.82941879994
524,-31136.069659051147
525,-31164.988254942546
526,-31134.13359728276
527,-31141.35455441036
528,-31146.198961532962
529,-31161.81512714241
530,-31098.594813635893
531,-31022.348773231082
532,-31020.184570658592
533,-31071.278101607928
534,-30894.506924465073
535,-30914.558181896147
536,-30785.61646654322
537,-30842.671844922155
538,-30795.646028526186
539,-30797.510933266512
540,-30881.55714020203
541,-30858.01627758486
542,-30863.91658366087
543,-30814.655197776527
544,-30792.37356263822
545,-30787.932686939814
546,-30751.88579899556
547,-30830.334667780386
548,-30817.413679606714
549,-30943.404549183266
550,-30917.10690153114
551,-30924.729906295575
552,-30916.614108295515
553,-30839.509317872817
554,-30843.05830773292
555,-30844.91673398225
556,-30872.2038510623
557,-30920.6890249505
558,-30915.76890383349
559,-30918.69214010314
560,-30810.846140025413
561,-30836.10599256686
562,-30788.067041143044
563,-30757.25745971243
564,-30750.421153972093
565,-30684.64980805628
566,-30704.93298866438
567,-30625.12586215408
568,-30571.817573837914
569,-30493.84510995888
570,-30441.573790059796
571,-30484.460010841
572,-30489.744388977368
573,-30541.70303617637
574,-30619.673089482338
575,-30680.6648429954
576,-30748.189562978107
577,-30779.943689448235
578,-30765.45905599281
579,-30814.765895000088
580,-30763.965388569795
581,-30745.721433169656
582,-30740.82411201031
583,-30755.125248576016
584,-30775.165982661416
585,-30847.01386950502
586,-30845.855778191017
587,-30888.92670289311
588,-30892.449547839904
589,-30862.90786152909
590,-30878.099144291187
591,-30900.674775521344
592,-30951.124732299355
593,-30986.49625883094
594,-31022.18109865449
595,-30986.504098304136
596,-30978.055507587156
597,-30965.429182390857
598,-30951.360941908893
599,-30947.307180615288
600,-30887.474268234037
601,-30802.407128390616
602,-30859.56489369651
603,-30851.95399938548
604,-30855.590139785843
605,-30758.386611450172
606,-30732.4513523816
607,-30767.449112920607
608,-30722.839201790663
609,-30817.05753945614
610,-30802.671442597915
611,-30838.635177446675
612,-30754.13884498081
613,-30679.586372882535
614,-30665.34403854868
615,-30621.34768677402
616,-30593.240894048067
617,-30587.671691258372
618,-30665.767258645054
619,-30646.65459033486
620,-30661.799894712058
621,-30584.140989294745
622,-30615.009816257098
623,-30596.842754350797
624,-30641.436853848147
625,-30650.272177379047
626,-30737.81023163154
627,-30728.71671595937
628,-30710.200881442524
629,-30762.18145154348
630,-30769.946376872304
631,-30870.46469843243
632,-30954.286525677337
633,-30969.23660675061
634,-30969.61399265474
635,-30988.52330414699
636,-31029.434639331892
637,-31096.03334183339
638,-31094.951267256813
639,-31100.801125587655
640,-31122.90132473359
641,-31079.8048246252
642,-31053.11579755215
643,-31041.02084405781
644,-31016.01337503068
645,-30985.731721005555
646,-30976.38299719066
647,-31031.340033752924
648,-30981.600882210914
649,-31021.538725481067
650,-31099.36594907857
651,-31063.425958263128
652,-31148.28544686316
653,-31146.411333407046
654,-31189.99493859417
655,-31146.36681384577
656,-31236.966621352607
657,-31180.453130809437
658,-31239.76198228838
659,-31255.543533027878
660,-31199.223040125944
661,-31115.609232075298
662,-31228.51583423373
663,-31299.679116668452
664,-31355.0701566988
665,-31380.186582202314
666,-31444.02529604612
667,-31482.04126963327
668,-31495.17087739979
669,-31657.380130136513
670,-31611.3961137008
671,-31617.68505600675
672,-31722.697443790683
673,-31737.475512921403
674,-31715.974416106234
675,-31831.003918233604
676,-31811.77797766942
677,-31849.401548416638
678,-31877.49127710056
679,-31910.497666579122
680,-31864.99035873552
681,-31912.826069648447
682,-31910.601295877063
683,-31973.08988654205
684,-31998.022586110194
685,-31875.4960469206
686,-31909.956409434617
687,-31770.47400817913
688,-31852.069143340836
689,-31968.092065928075
690,-31954.60693323388
691,-31983.873536595187
692,-32066.888964026864
693,-31956.027465208877
694,-31959.97414211009
695,-31921.61773429319
696,-31930.569185347114
697,-31913.26852929848
698,-31990.238847618177
699,-32053.817830481727
700,-31999.004324262758
701,-32048.719481668322
702,-31975.423293095464
703,-31880.069918586843
704,-31801.062282765703
705,-31841.584848128598
706,-31807.015418410458
707,-31772.248125790724
708,-31833.808503836623
709,-31833.989051055112
710,-31806.097214321646
711,-31785.73738212981
712,-31843.49554813861
713,-31754.13425678051
714,-31777.51022620327
715,-31806.164109447418
716,-31817.838282853914
717,-31828.3785571065
718,-31769.065848327584
719,-31784.358050940406
720,-31769.660890198018
721,-31761.96671248298
722,-31765.96097888763
723,-31794.63830697302
724,-31793.199977074528
725,-31801.517387463322
726,-31778.86285211388
727,-31763.469075091853
728,-31730.207964419893
729,-31700.982121475732
730,-31644.187226742364
731,-31693.70410004704
732,-31741.18787078377
733,-31788.415441173507
734,-31737.38292078991
735,-31730.96924357164
736,-31711.065323961102
737,-31680.30646201418
738,-31638.976419767467
739,-31664.88122704897
740,-31637.522294729242
741,-31659.810288160435
742,-31706.98358845917
743,-31681.177216494503
744,-31757.60594170272
745,-31805.433201492233
746,-31894.999410540073
747,-31811.86324766682
748,-31788.264972976143
749,-31760.829935028138
750,-31760.924497138203
751,-31778.896991850655
752,-31763.016387033047
753,-31694.865599520563
754,-31748.28281496214
755,-31766.932615202815
756,-31740.795845313343
757,-31753.683340680742
758,-31768.783377300286
759,-31808.44722587146
760,-31751.849545107776
761,-31803.233348078647
762,-31792.465700358218
763,-31880.17633290794
764,-31949.0561314957
765,-31904.601793420654
766,-31901.31062251195
767,-31992.20691765001
768,-31991.773543742147
769,-31938.69350572392
770,-31956.29549328389
771,-31922.089409631175
772,-32000.00902745632
773,-31998.749919894723
774,-31957.04717458591
775,-31866.10384946037
776,-31689.938841473515
777,-31669.110453169626
778,-31696.134775149607
779,-31687.144475556408
780,-31678.583092700457
781,-31652.16784108761
782,-31733.6175090663
783,-31766.6857644932
784,-31855.77232916977
785,-31929.140231337245
786,-31859.464355806318
787,-31832.708788135267
788,-31773.024930425694
789,-31735.829993433985
790,-31738.055947794273
791,-31719.51367855583
792,-31723.101376726474
793,-31668.74067324133
794,-31719.75570572729
795,-31654.679173594097
796,-31607.830113965443
797,-31552.713932544033
798,-31659.541159467746
799,-31694.201275182546
800,-31670.066669630578
801,-31630.76749855269
802,-31575.140797971217
803,-31625.986575351435
804,-31652.131955312034
805,-31669.18593219672
806,-31628.192899637255
807,-31724.112990147154
808,-31656.601159513513
809,-31613.710628166387
810,-31532.65419716493
811,-31477.874281986762
812,-31433.809368206785
813,-31410.744123020424
814,-31437.65812843627
815,-31478.465254515795
816,-31414.08756331168
817,-31486.113522413114
818,-31504.878764917055
819,-31416.223054822338
820,-31466.664939125963
821,-31428.95322100161
822,-31429.37533212965
823,-31415.014186084623
824,-31372.845486696624
825,-31447.06329937845
826,-31405.29179418211
827,-31398.72544768211
828,-31384.108703281086
829,-31345.081485400868
830,-31335.50561669493
831,-31298.097527731625
832,-31320.251086066106
833,-31309.623933093993
834,-31378.891555305894
835,-31338.73447783417
836,-31354.898444305818
837,-31391.037474174405
838,-31413.122746009343
839,-31362.269019620293
840,-31350.91947828448
841,-31324.057944651657
842,-31351.50548176837
843,-31361.071433977762
844,-31361.53859078412
845,-31393.500820096036
846,-31418.43705715194
847,-31397.011742010065
848,-31357.11172897876
849,-31378.22936137422
850,-31372.693155613204
851,-31399.540313909816
852,-31424.62057114097
853,-31417.052279187024
854,-31408.803765051485
855,-31430.195709598815
856,-31339.853561785774
857,-31311.016032092175
858,-31273.020787286885
859,-31344.556800537954
860,-31293.146582755566
861,-31302.34352469739
862,-31241.613366793503
863,-31258.47619020832
864,-31230.02310143251
865,-31224.67959340549
866,-31213.42495342685
867,-31239.42416636956
868,-31248.20720866391
869,-31277.67493220171
870,-31352.24702603385
871,-31410.73087458588
872,-31361.342353794418
873,-31355.93056376275
874,-31334.782183999334
875,-31343.97258435762
876,-31284.543482658264
877,-31288.32776229589
878,-31219.60401382255
879,-31274.81571735169
880,-31277.90936710633
881,-31302.652421749666
882,-31389.113354998473
883,-31409.239329197175
884,-31489.97589841918
885,-31527.181708662327
886,-31560.13414185515
887,-31609.61958703792
888,-31615.931839080895
889,-31617.32290764147
890,-31516.95326547468
891,-31564.289398503774
892,-31508.606609997143
893,-31497.22102415951
894,-31470.060391619358
895,-31364.234172517397
896,-31314.382690239087
897,-31314.352658136188
898,-31354.133039258628
899,-31377.714509419176
900,-31485.88017694574
901,-31446.742714797743
902,-31371.07033541251
903,-31403.354253593807
904,-31313.45798692038
905,-31315.588574915775
906,-31344.805962939863
907,-31452.875367953668
908,-31437.779036865973
909,-31525.046306488126
910,-31522.36485896433
911,-31618.87493058328
912,-31514.812513235967
913,-31570.81080375761
914,-31610.709655692102
915,-31575.48651690556
916,-31559.17755269319
917,-31544.721451211593
918,-31580.70640936412
919,-31609.297301206603
920,-31544.96430858938
921,-31470.365816338952
922,-31405.175333241703
923,-31384.838615104898
924,-31406.785947418604
925,-31447.754972934577
926,-31384.25556291812
927,-31356.790577276963
928,-31449.459810250777
929,-31448.276670913157
930,-31436.614424479536
931,-31380.756388444122
932,-31468.85053234518
933,-31495.551087252607
934,-31495.67045037123
935,-31578.10545543605
936,-31635.064416643745
937,-31661.52954082036
938,-31664.534674176506
939,-31657.990521323893
940,-31677.850495998282
941,-31711.196470854746
942,-31714.012789189714
943,-31830.322517515255
944,-31783.323453157256
945,-31742.08789257421
946,-31760.193074747567
947,-31801.15443452601
948,-31768.520833774484
949,-31845.45072109956
950,-31821.83270582625
951,-31844.595893822614
952,-31807.21991531089
953,-31837.41281076663
954,-31793.100071037392
955,-31851.400435806278
956,-31890.166275218475
957,-31872.95632485258
958,-31741.46460164037
959,-31831.363244979053
960,-31750.625900408053
961,-31717.771092599927
962,-31698.09315472226
963,-31720.04745361176
964,-31853.49410814073
965,-31808.855047729474
966,-31803.686718534376
967,-31775.134486364084
968,-31822.23355679235
969,-31864.84079397155
970,-31858.996786492386
971,-31898.937211379616
972,-31945.09342992104
973,-31995.50671788024
974,-31954.321797352524
975,-31890.496545043745
976,-31850.16767694526
977,-31901.827037282223
978,-31899.24323215696
979,-31837.762016848726
980,-31794.84693290481
981,-31811.682356859426
982,-31769.203911840006
983,-31833.779629892204
984,-31976.224611861948
985,-31976.4891346744
986,-31975.242017835888
987,-31972.62771219373
988,-32024.6854654828
989,-32072.992966384743
990,-32082.110002759506
991,-32041.62065934283
992,-32026.961784503255
993,-32009.422135897155
994,-31984.554207759877
995,-31929.426922289196
996,-31954.577625535654
997,-31953.160132992736
998,-31948.291483152883
999,-31926.23479122817
1000,-31932.546350868433
1001,-31890.030546056707
1002,-31968.766533099773
1003,-32002.893561269273
1004,-31994.88698284271
1005,-32018.149888746524
1006,-31921.284241412464
1007,-31950.67137534867
1008,-31903.93310884518
1009,-31889.132691213013
1010,-31821.316383246674
1011,-31708.824877733376
1012,-31710.73022717817
1013,-31738.711340483114
1014,-31801.31850452858
1015,-31783.038300543976
1016,-31847.853352317507
1017,-31887.62535631476
1018,-31868.987396315108
1019,-31885.3903523733
1020,-31879.649061702483
1021,-31898.78221223531
1022,-31880.084268908497
1023,-31870.133496969196
1024,-31864.968393669944
1025,-31847.5422844063
1026,-31846.486388744408
1027,-31932.36795860921
1028,-31879.221560464237
1029,-31951.13686830882
1030,-31981.674481986825
1031,-31951.660245106024
1032,-32023.84369378798
1033,-32085.356972950038
1034,-32013.781492506863
1035,-32009.718222938784
1036,-31991.782977970768
1037,-32046.8803366646
1038,-31994.536539634406
1039,-32030.062440741975
1040,-32047.787176501868
1041,-31976.870198605375
1042,-31959.126597179013
1043,-31955.127133505972
1044,-31935.102307215362
1045,-31968.761739859197
1046,-31960.626635070657
1047,-31961.74298056332
1048,-31941.75618712618
1049,-31914.409558042888
1050,-31988.919373864563
1051,-31999.936497496765
1052,-32057.760243196477
1053,-32140.461888074584
1054,-32173.597830156712
1055,-32158.822725241967
1056,-32116.878244135838
1057,-32183.615537935206
1058,-32152.350119396928
1059,-32205.49140282015
1060,-32213.689799586904
1061,-32258.90475968155
1062,-32147.74006025348
1063,-32217.590268585893
1064,-32322.884830156727
1065,-32352.096376730195
1066,-32379.31987978385
1067,-32342.628770686493
1068,-32353.525117292495
1069,-32319.545022848302
1070,-32310.95650647293
1071,-32243.555597508326
1072,-32234.52261897049
1073,-32127.790581042842
1074,-32158.057700227266
1075,-32184.946741788364
1076,-32173.97025437944
1077,-32129.044978367216
1078,-32122.330089816693
1079,-32152.870098787498
1080,-32110.352952732097
1081,-32113.472799878076
1082,-32161.18580701208
1083,-32206.79121384468
1084,-32201.08446273663
1085,-32247.17169429201
1086,-32201.597113762655
1087,-32145.251543934442
1088,-32151.56360098285
1089,-32126.29669538516
1090,-32057.63166959426
1091,-32071.097855929827
1092,-32006.62264945407
1093,-32031.75015121961
1094,-31965.582916648153
1095,-32013.861419278957
1096,-32006.663294542763
1097,-32048.12004958019
1098,-31995.68663955606
1099,-32030.39650457245
1100,-32130.60844390848
1101,-32103.56249976638
1102,-32092.924775961037
1103,-32074.31639279539
1104,-31994.007275151213
1105,-32039.184946128215
1106,-32081.895683754883
1107,-31973.178474792112
1108,-31915.59065801757
1109,-31905.160112724658
1110,-31874.278368141044
1111,-31851.178346881406
1112,-31934.25632760228
1113,-31928.35704169464
1114,-31951.1019531299
1115,-31955.31525139864
1116,-31999.819568067425
1117,-32094.173149963095
1118,-32085.71639767089
1119,-32101.718907829527
1120,-32236.641252040223
1121,-32258.094533369615
1122,-32254.71286039497
1123,-32187.194669540837
1124,-32157.273687457713
1125,-32199.586523072707
1126,-32132.034846465973
1127,-32255.444713108674
1128,-32273.93770991069
1129,-32265.092586976563
1130,-32199.74282965535
1131,-32126.12401113617
1132,-32185.382149797384
1133,-32237.516633843847
1134,-32262.880678931673
1135,-32260.35111477042
1136,-32280.596190038486
1137,-32307.991639224965
1138,-32236.099249890147
1139,-32207.46518464268
1140,-32229.130076557878
1141,-32181.354992819925
1142,-32086.80699486439
1143,-32073.428168931612
1144,-32158.38800622834
1145,-32159.815357159852
1146,-32172.841171239936
1147,-32176.78609626019
1148,-32190.375604065866
1149,-32222.874846985596
1150,-32204.688501643017
1151,-32230.510151886636
1152,-32364.534195079563
1153,-32365.064007194345
1154,-32306.28986004207
1155,-32270.01845095369
1156,-32296.397563600098
1157,-32302.278691331267
1158,-32295.59113166383
1159,-32331.239491166645
1160,-32371.812086411683
1161,-32296.57953640027
1162,-32293.161797584522
1163,-32267.202541797848
1164,-32189.950286234714
1165,-32169.255960123377
1166,-32228.052278655396
1167,-32175.681790387036
1168,-32238.21628204297
1169,-32208.363114151776
1170,-32144.383731288803
1171,-32103.16001662482
1172,-32155.508794975998
1173,-32056.550216462852
1174,-32066.34093792374
1175,-32154.704528633956
1176,-32206.273393424377
1177,-32214.95898749329
1178,-32218.374648404115
1179,-32276.327868385048
1180,-32381.704989007085
1181,-32384.597771987887
1182,-32300.21671872545
1183,-32283.561524460776
1184,-32296.22789211715
1185,-32301.89391391773
1186,-32295.456324183702
1187,-32253.052543196256
1188,-32224.580803628294
1189,-32285.144511259292
1190,-32172.24569022496
1191,-32182.76153121453
1192,-32136.497345332136
1193,-32109.390629524154
1194,-32166.945674008282
1195,-32184.038856955824
1196,-32312.888853490604
1197,-32305.037426671373
1198,-32316.957609068235
1199,-32308.92237806291
1200,-32305.85153575504
1201,-32316.36416633046
1202,-32289.189319661316
1203,-32255.226403347042
1204,-32189.222656732545
1205,-32211.335477911107
1206,-32178.77624890264
1207,-32172.15456119163
1208,-32144.75359839601
1209,-32135.985624654444
1210,-32160.284592482076
1211,-32170.331313062103
1212,-32295.67647084459
1213,-32212.60606455
1214,-32239.964527022486
1215,-32280.112505845587
1216,-32277.151339219676
1217,-32297.085941072633
1218,-32308.544550868846
1219,-32299.187863363986
1220,-32251.596210840555
1221,-32225.57552293749
1222,-32274.622827221927
1223,-32202.458937454172
1224,-32230.41582325108
1225,-32234.27285238946
1226,-32277.24013780849
1227,-32401.46233933704
1228,-32500.920934217407
1229,-32505.36309025622
1230,-32562.888126966034
1231,-32579.861321065076
1232,-32649.51135311688
1233,-32599.248883358363
1234,-32633.033222078524
1235,-32694.24076753264
1236,-32617.32563162636
1237,-32516.98024093375
1238,-32552.448762432723
1239,-32510.920033606824
1240,-32597.326821464627
1241,-32672.099145992102
1242,-32651.143448265655
1243,-32669.44543389246
1244,-32743.045108428185
1245,-32716.723511767264
1246,-32655.101396627786
1247,-32703.767833746657
