Sensor,s_0
151,-9113.63642296078
152,-9075.980735281315
153,-9034.27214986765
154,-9042.591608298924
155,-9034.853527624411
156,-9120.679615671886
157,-9118.545658176336
158,-9185.977660342025
159,-9299.798710818159
160,-9242.43770326543
161,-9294.003148618625
162,-9266.582162498229
163,-9212.591613776658
164,-9235.948340606154
165,-9142.3615062711
166,-9166.975533760033
167,-9142.703875627498
168,-9149.338684223623
169,-9088.609209538505
170,-9100.655389325391
171,-9001.29348131116
172,-8900.789243827132
173,-8901.867938907884
174,-8910.532211322867
175,-8836.790183392395
176,-8818.385270696117
177,-8845.421836721896
178,-8864.657216469408
179,-8914.17536763884
180,-8855.457254742027
181,-8860.334263755187
182,-8965.46086901267
183,-9033.673688698756
184,-9066.21714447524
185,-9078.416965030312
186,-9036.936864106778
187,-9032.548348068636
188,-8920.43339290998
189,-8904.845450261566
190,-8828.390844292642
191,-8773.058626567783
192,-8751.283823537324
193,-8705.564204920167
194,-8677.627313147419
195,-8600.547598385536
196,-8574.325338078112
197,-8492.805060780533
198,-8452.534870403859
199,-8398.601846744867
200,-8358.612549206695
201,-8336.85758884932
202,-8303.589253334107
203,-8206.78004183762
204,-8224.253253000781
205,-8226.100236863635
206,-8240.603467987072
207,-8241.411554358658
208,-8256.812174952105
209,-8286.182167337425
210,-8321.958062733576
211,-8226.551283911182
212,-8177.21934781363
213,-8166.465330108286
214,-8129.748766650988
215,-8164.944304844022
216,-8229.248747945863
217,-8225.363973457284
218,-8267.889739143699
219,-8229.217239134
220,-8215.878637880016
221,-8217.79174668037
222,-8300.260244392903
223,-8323.788007617086
224,-8329.689709449885
225,-8285.96113139738
226,-8282.934322552135
227,-8267.571348399078
228,-8257.396096676286
229,-8287.466412666816
230,-8388.124372572694
231,-8391.952445027322
232,-8476.728627874916
233,-8515.668603521899
234,-8444.558837154076
235,-8448.297922682406
236,-8480.928887549962
237,-8512.244446981269
238,-8497.59449572083
239,-8467.37307744059
240,-8358.095940424704
241,-8355.91480111451
242,-8335.235489222487
243,-8283.214046020208
244,-8324.985989833807
245,-8403.348208765194
246,-8403.040258484962
247,-8392.31938442566
248,-8394.127416026524
249,-8355.92981530235
250,-8365.460226669322
251,-8314.175127440178
252,-8376.290868225218
253,-8302.073883340136
254,-8314.539917037398
255,-8253.985771729556
256,-8353.32877971948
257,-8284.58073767372
258,-8317.292823841997
259,-8292.22428416477
260,-8277.510604306413
261,-8306.182204102888
262,-8279.03635935204
263,-8290.819710245403
264,-8313.665386251754
265,-8361.824330042635
266,-8296.011444309617
267,-8309.44457977313
268,-8306.146387164614
269,-8321.315548643604
270,-8530.148696067487
271,-8559.032945816476
272,-8525.441645057417
273,-8491.59073429795
274,-8557.96928038453
275,-8550.872347934146
276,-8434.589723743346
277,-8394.879528326408
278,-8336.735470110818
279,-8262.264036068254
280,-8260.573426486806
281,-8249.27571231355
282,-8333.228980514548
283,-8364.670718747855
284,-8401.47168451684
285,-8419.321112760917
286,-8428.012323471383
287,-8476.280398329192
288,-8399.087379184359
289,-8447.882885654688
290,-8435.770608122704
291,-8465.965949272455
292,-8521.034848777466
293,-8586.627341421054
294,-8544.600461186745
295,-8529.998847453964
296,-8422.666753713554
297,-8327.39138721219
298,-8298.877186910604
299,-8334.98871130309
300,-8408.60978694171
301,-8402.816467071978
302,-8426.621791991805
303,-8408.827243140864
304,-8362.575011208814
305,-8372.391397025362
306,-8354.105160540244
307,-8330.081253586126
308,-8336.371869901797
309,-8326.501955085243
310,-8234.52808097048
311,-8352.503384978863
312,-8412.92327447088
313,-8467.936352130062
314,-8426.379837035718
315,-8514.253325892014
316,-8461.16843320718
317,-8441.772284913615
318,-8428.432774530778
319,-8425.012444973367
320,-8509.139038665666
321,-8508.21042864804
322,-8522.598472300773
323,-8467.937478385178
324,-8451.497842525465
325,-8435.042204290705
326,-8503.271052572636
327,-8496.536846126708
328,-8503.737230546838
329,-8471.169373090015
330,-8510.045965133084
331,-8434.997519505587
332,-8437.849979533636
333,-8418.329899224378
334,-8381.292178443993
335,-8418.922334093855
336,-8433.192341074968
337,-8354.230573853361
338,-8353.85917985326
339,-8364.803965121666
340,-8314.904808047817
341,-8400.677195888586
342,-8341.061321438774
343,-8373.687786944365
344,-8299.487795514357
345,-8281.434370133733
346,-8287.783711396329
347,-8328.830960767818
348,-8244.451278338529
349,-8257.800085865232
350,-8298.39763293407
351,-8224.262505902247
352,-8278.740939117906
353,-8251.873360760068
354,-8268.996165644452
355,-8302.793005636966
356,-8335.035862787012
357,-8377.6630806023
358,-8357.57287576414
359,-8421.72100433702
360,-8426.151051159233
361,-8441.04535449334
362,-8400.506635735735
363,-8363.195453107208
364,-8361.63972905859
365,-8238.719788163842
366,-8196.8991291695
367,-8183.714072860777
368,-8245.261643391168
369,-8264.78585835244
370,-8223.797303244897
371,-8262.71811553376
372,-8281.25380096012
373,-8348.148055553527
374,-8364.07082843103
375,-8442.600751231112
376,-8412.662054968645
377,-8377.198869170727
378,-8350.755837148165
379,-8255.110847369433
380,-8288.886024864272
381,-8212.665871348941
382,-8257.66415560002
383,-8314.01420007986
384,-8281.569334493643
385,-8370.993972670183
386,-8406.27922379577
387,-8390.789640145582
388,-8382.816272482143
389,-8396.25810192295
390,-8444.562572611247
391,-8437.704434320969
392,-8478.260120307004
393,-8477.326546877222
394,-8440.766526346253
395,-8387.521432290026
396,-8492.530333818006
397,-8532.38881376057
398,-8474.264879621522
399,-8425.314665204214
400,-8417.410054951624
401,-8372.905070879393
402,-8349.977722106256
403,-8307.963987881494
404,-8341.03588217257
405,-8277.934899683405
406,-8233.894748060013
407,-8229.718276102594
408,-8205.360496183239
409,-8173.057749331733
410,-8130.056830051139
411,-8140.52165166831
412,-8185.850784729066
413,-8115.509028632867
414,-8109.643535975153
415,-8128.691421552359
416,-8167.979398041081
417,-8220.48508723362
418,-8136.564220345635
419,-8209.151531702435
420,-8221.185238184411
421,-8311.153682087072
422,-8279.246773791436
423,-8225.837124975027
424,-8155.603096791922
425,-8183.465649510307
426,-8224.452674754128
427,-8223.952055958205
428,-8163.315537024638
429,-8089.600995129617
430,-8085.500040335124
431,-8070.819437502572
432,-8057.869780996149
433,-8139.909624710238
434,-8152.017873534953
435,-8175.63581428373
436,-8136.319062342627
437,-8088.083089831481
438,-8062.204441855948
439,-8081.8242881628275
440,-8033.132311401892
441,-8172.694957328233
442,-8172.664818606977
443,-8160.441402374504
444,-8163.009077716893
445,-8131.395200447248
446,-8121.755433970032
447,-8129.45942883687
448,-8059.85456791732
449,-8069.52417246198
450,-8039.084588357562
451,-7957.016465422473
452,-7875.620893610897
453,-7920.634997937176
454,-7896.857083748825
455,-7910.481358996257
456,-7893.857473687244
457,-7870.857223066581
458,-7854.80237196188
459,-7821.244767248695
460,-7771.304244161948
461,-7752.141789072439
462,-7797.869509053461
463,-7772.136974528646
464,-7750.608920182473
465,-7737.703867835218
466,-7723.638835561833
467,-7714.7316891321
468,-7778.029915560393
469,-7795.459602126446
470,-7721.3336501602025
471,-7700.46151257038
472,-7810.20111377212
473,-7837.578538249829
474,-7881.051008694765
475,-7795.9113220738145
476,-7772.717184537489
477,-7742.776348197904
478,-7723.2766477900395
479,-7729.169725607148
480,-7695.271267283297
481,-7703.495539591359
482,-7766.190271077357
483,-7865.068675487061
484,-7912.311202913135
485,-7844.074737597204
486,-7874.33806169171
487,-7874.277975080813
488,-7822.484341048384
489,-7862.4004732007525
490,-7880.083280794066
491,-7846.721416544953
492,-7891.063128665192
493,-7960.948001666254
494,-8000.720615168266
495,-7905.528941726196
496,-7975.298171092121
497,-7974.092372431136
498,-7985.467339507845
499,-7958.239557708833
500,-7913.665315223941
501,-7994.816867316252
502,-8044.532746474064
503,-8063.410880849239
504,-8049.033856460258
505,-8033.522322446337
506,-8056.734957896837
507,-8016.521713425131
508,-7978.91846500641
509,-8010.691102383298
510,-8051.766438792703
511,-8101.933477887487
512,-8056.758426315361
513,-8001.103590150219
514,-8039.664580561699
515,-8044.583995239914
516,-7969.749019037943
517,-7908.836192336938
518,-7761.816976208195
519,-7707.835706930473
520,-7723.143115233867
521,-7797.47189256515
522,-7763.966022968484
523,-7794.115775147219
524,-7878.486824534185
525,-7824.985953852073
526,-7778.778616602388
527,-7743.941119439585
528,-7814.206382625234
529,-7803.994159101349
530,-7832.045931765204
531,-7822.886792312847
532,-7760.757806873488
533,-7764.020775436193
534,-7793.183032486443
535,-7883.205627124949
536,-7809.0340447385925
537,-7805.895970053079
538,-7772.629791850292
539,-7760.5881244881575
540,-7793.4188861123985
541,-7767.285982309948
542,-7737.534456223591
543,-7792.363210344457
544,-7744.192379772728
545,-7771.719087874806
546,-7827.579489161172
547,-7819.135301681222
548,-7822.72775217277
549,-7876.280989493357
550,-7885.288614952074
551,-7884.399696166264
552,-7792.049026720864
553,-7819.020396879291
554,-7863.978399904209
555,-7871.503809408477
556,-7874.317546280272
557,-7899.371246972213
558,-7919.768391547184
559,-7890.700965336857
560,-7828.373905997725
561,-7780.745842195145
562,-7811.128296394424
563,-7861.135577241305
564,-7825.234686641967
565,-7855.001433923903
566,-7807.008622405263
567,-7810.694218967522
568,-7803.689770522176
569,-7730.5417630897455
570,-7722.566802317239
571,-7793.701851143353
572,-7798.364367419207
573,-7864.071470713563
574,-7868.037325058908
575,-7790.32827257447
576,-7848.208745536127
577,-7793.304214612656
578,-7820.537222694875
579,-7784.0371429576935
580,-7840.1073652849045
581,-7757.994223086276
582,-7846.552600339106
583,-7837.067927707381
584,-7851.331324974478
585,-7845.8282489306885
586,-7916.567717445836
587,-7954.298421202299
588,-7990.898746032017
589,-7998.1995892300865
590,-7970.735654283031
591,-7921.096293330678
592,-7948.468862832346
593,-7946.855210679303
594,-7953.0930610639825
595,-7881.923961255103
596,-7915.751621808294
597,-7867.912380926565
598,-7868.891414596229
599,-7898.412973579021
600,-7925.552968626841
601,-7959.053984294678
602,-7837.094241893268
603,-7832.059171387807
604,-7901.687596806608
605,-7888.447216720082
606,-7880.575944231256
607,-7918.798683430917
608,-7931.143015561461
609,-7946.569107186495
610,-7977.043924804942
611,-7964.742959969379
612,-7996.164232484687
613,-8010.461736564825
614,-7943.97926110832
615,-7883.8643932668465
616,-7881.973226814391
617,-7858.7281693069035
618,-7899.791946426667
619,-7894.92184400288
620,-8002.744209707332
621,-7943.979214629565
622,-7970.0725861144065
623,-7963.897954652441
624,-7948.318778500165
625,-7830.493102340117
626,-7804.731453440703
627,-7823.071044258804
628,-7786.075092339599
629,-7793.888145101699
630,-7791.261146359079
631,-7756.238719090176
632,-7608.578398929353
633,-7572.360877159545
634,-7616.596550564345
635,-7690.565663688319
636,-7632.746828778072
637,-7692.657336640334
638,-7704.553754205125
639,-7641.089615952047
640,-7604.757485627466
641,-7579.146294766198
642,-7528.680718201291
643,-7521.458972471808
644,-7603.589367477781
645,-7625.581463314268
646,-7674.198190944396
647,-7744.501379898827
648,-7741.652100260887
649,-7712.303743080017
650,-7704.51246767947
651,-7760.464819320407
652,-7720.951749167055
653,-7656.400003752071
654,-7615.811346998682
655,-7678.052040672646
656,-7720.809541223368
657,-7744.435750040841
658,-7749.316849747405
659,-7810.266861355218
660,-7798.742244314485
661,-7765.2935544273205
662,-7767.82792409014
663,-7836.056271760612
664,-7780.240294436331
665,-7780.881011841272
666,-7755.989635035039
667,-7754.312162641896
668,-7774.1757609756305
669,-7642.385836401648
670,-7641.860580529532
671,-7644.495862045715
672,-7748.370921989281
673,-7785.705550367144
674,-7801.655477493332
675,-7799.257820453339
676,-7782.976974680487
677,-7775.972225076308
678,-7752.845263134272
679,-7764.328419099858
680,-7856.955932890972
681,-7871.889011353375
682,-7785.9961522832145
683,-7827.839453759854
684,-7822.12097777543
685,-7871.873663390572
686,-7886.270521341035
687,-7909.700387289186
688,-7870.043418715205
689,-7844.414573432159
690,-7837.145621222586
691,-7757.440636963327
692,-7815.847452501823
693,-7857.409875484441
694,-7914.855931089756
695,-7897.860817290986
696,-7883.874055687011
697,-7891.503908208556
698,-7894.717915223234
699,-7963.572371935443
700,-7961.050071751167
701,-7928.012670631815
702,-7932.034673714291
703,-7887.921084802662
704,-7874.3222301606565
705,-7875.410638242062
706,-7925.787550666136
707,-7965.525119984197
708,-7893.769755638466
709,-7881.561497845143
710,-7894.734583979689
711,-7890.477294116845
712,-7879.293744829724
713,-7845.938996253278
714,-7843.761917906756
715,-7856.403693751755
716,-7789.743191683643
717,-7777.45968748423
718,-7745.208622898204
719,-7714.661867754728
720,-7712.608521682497
721,-7645.24905986181
722,-7606.089448737322
723,-7642.005091720146
724,-7764.279269878348
725,-7737.2461022467805
726,-7759.338961421453
727,-7831.6604999909405
728,-7856.997346412982
729,-7876.973683813455
730,-7937.8390409593685
731,-8009.212220480421
732,-8016.688741137364
733,-8051.124381161507
734,-8074.289835119729
735,-7989.094885810008
736,-7981.670447278277
737,-8041.093287513913
738,-8005.304363495899
739,-7978.598735227696
740,-7985.738331056384
741,-7907.429895689793
742,-7833.1689464581195
743,-7848.946792260659
744,-7888.680697703765
745,-7784.713444526121
746,-7722.892501233868
747,-7718.29536887507
748,-7718.040373074879
749,-7619.088244017938
750,-7653.838911487087
751,-7593.324033361141
752,-7581.3923035360585
753,-7541.722890303609
754,-7530.517925439771
755,-7534.787653148859
756,-7533.53309814665
757,-7550.980874163109
758,-7548.710437239243
759,-7592.433788825451
760,-7569.72594955364
761,-7657.103262508132
762,-7659.3073547838885
763,-7714.315264810493
764,-7710.842979015633
765,-7795.332162613606
766,-7727.872364874374
767,-7805.056520128066
768,-7839.869485369392
769,-7799.6938209973805
770,-7876.365893557019
771,-7912.078556693883
772,-7953.529645559552
773,-7907.159000931337
774,-7950.146609181173
775,-8048.149463463302
776,-8071.958801792609
777,-8153.635151838666
778,-8168.81600377853
779,-8193.633492681322
780,-8240.047717234915
781,-8220.364369198118
782,-8186.577368866169
783,-8156.947629855117
784,-8077.461742003312
785,-8098.0988136308615
786,-8144.202851903135
787,-8167.099387659577
788,-8118.9954325117005
789,-8000.293787368961
790,-8037.307223263792
791,-8127.134203558839
792,-8106.070631255808
793,-8135.228864327128
794,-8138.020323904475
795,-8114.661747433071
796,-8126.373439969849
797,-8159.1683675510485
798,-8151.897637462124
799,-8060.279519354049
800,-8100.1419116156
801,-7965.824847744883
802,-7852.8242166877735
803,-7905.480665861062
804,-7997.206585879467
805,-7995.673503943147
806,-7987.01526127267
807,-8030.110777018393
808,-7994.374662709391
809,-7958.3311179347365
810,-8050.30968990451
811,-8051.176399154954
812,-7977.8733429390795
813,-7965.836034765772
814,-7873.822028858661
815,-7900.118298872725
816,-7856.999176808374
817,-7891.428063103855
818,-7948.185323110845
819,-7945.3924754118925
820,-7951.289836691126
821,-7948.218957442706
822,-7911.909858249985
823,-7830.8572590843105
824,-7871.808069191931
825,-7868.10882329903
826,-7860.728230298548
827,-7920.829498207632
828,-7995.060552412237
829,-8037.053071051455
830,-8076.359707889974
831,-8066.040834940575
832,-8003.5973684436785
833,-8043.36145537795
834,-8061.148335782381
835,-8086.3106943182165
836,-8063.569975735942
837,-8124.523574277048
838,-8137.18733285486
839,-8166.294013311127
840,-8148.286982447626
841,-8151.2547527697725
842,-8163.278383200232
843,-8213.55997871875
844,-8248.553761466534
845,-8213.794811425012
846,-8143.707065734268
847,-8145.2516054927255
848,-8174.522532351005
849,-8172.345735313305
850,-8226.11556138543
851,-8199.261420596245
852,-8191.836255783165
853,-8234.064797510799
854,-8203.46856791225
855,-8164.801982304332
856,-8178.738659639213
857,-8174.54946635612
858,-8180.847736371431
859,-8221.62120775986
860,-8126.399729477471
861,-8198.021809768908
862,-8258.406392975174
863,-8304.423017595722
864,-8331.652439967715
865,-8378.102865111001
866,-8427.318260504862
867,-8484.136584249323
868,-8501.930480162891
869,-8444.197173429846
870,-8535.85702745863
871,-8582.4157819987
872,-8661.150220112884
873,-8611.501258122851
874,-8685.206315532867
875,-8737.706685615904
876,-8743.333754073094
877,-8763.651631722885
878,-8771.41957541856
879,-8721.034441879083
880,-8785.296308451914
881,-8907.973149215077
882,-8882.04221344647
883,-8870.326940438023
884,-8814.852114320332
885,-8837.146676645905
886,-8810.83580005713
887,-8794.863331365465
888,-8736.375158930192
889,-8704.568373907712
890,-8744.746707145332
891,-8678.6002754746
892,-8682.28400039783
893,-8629.172248364965
894,-8603.171057952499
895,-8591.53775454273
896,-8659.32808644069
897,-8704.719277256609
898,-8712.239137913153
899,-8684.751129296663
900,-8708.24668434048
901,-8695.262603569212
902,-8678.39399975138
903,-8649.845000029067
904,-8678.587599749033
905,-8763.44742951568
906,-8766.83598118381
907,-8725.382033915123
908,-8793.098477537977
909,-8810.710217051846
910,-8722.862085521023
911,-8746.94357450534
912,-8714.198432086698
913,-8633.975032104696
914,-8644.501716468512
915,-8590.837041504534
916,-8627.743408072572
917,-8593.138167179048
918,-8578.334161701057
919,-8632.961724799059
920,-8693.513898952127
921,-8684.871115501734
922,-8766.51972584745
923,-8768.116523580875
924,-8759.421240254731
925,-8762.124215119764
926,-8812.295827662603
927,-8819.780694531812
928,-8848.913538678155
929,-8892.622087843496
930,-8858.173157084228
931,-8871.916762307506
932,-8910.765136558726
933,-8971.712793180895
934,-8934.968998598555
935,-8909.807108036113
936,-8857.164056740472
937,-8922.92359964116
938,-8933.719205427451
939,-8905.198095558799
940,-8956.927935919226
941,-8982.158128488945
942,-9001.442688019064
943,-9099.729422265089
944,-9055.277547269843
945,-9023.86261481205
946,-9005.00513494652
947,-9092.44117630862
948,-9067.07359059586
949,-9160.406644521883
950,-9218.416283661772
951,-9169.325650537357
952,-9103.268316669564
953,-9139.17132877705
954,-9113.220188029907
955,-9199.401571066384
956,-9276.205505600137
957,-9322.315014212254
958,-9349.021974589918
959,-9275.11371370111
960,-9245.256436645024
961,-9268.0945168504
962,-9298.943504138731
963,-9383.00902017563
964,-9374.184563285582
965,-9421.365237016767
966,-9393.2793304376
967,-9398.403376496663
968,-9364.007079132161
969,-9393.982192755033
970,-9326.95593449935
971,-9287.493477810205
972,-9281.433341410573
973,-9231.719772325263
974,-9272.728660469691
975,-9293.337357884897
976,-9301.00780523725
977,-9192.819913821644
978,-9143.042642945262
979,-9285.400486027653
980,-9256.780851541633
981,-9327.23824436946
982,-9375.053288025836
983,-9308.111317329987
984,-9262.607875991082
985,-9298.626974029592
986,-9290.310983500462
987,-9260.434619559624
988,-9313.166663947974
989,-9281.588030562389
990,-9231.124659698813
991,-9161.465671448588
992,-9128.390341713395
993,-9085.13300853743
994,-9057.55801946413
995,-9053.746951031642
996,-9036.261594431739
997,-9031.334575449022
998,-9014.001299075542
999,-8991.45510097786
1000,-9066.82776278539
1001,-9039.073512103476
1002,-9090.425536065251
1003,-9091.013269134408
1004,-9119.686500296677
1005,-9153.673107986237
1006,-9115.305603078776
1007,-9132.556303950445
1008,-9051.227722853611
1009,-9002.496424980169
1010,-8965.2986895941
1011,-9007.199736655648
1012,-8999.666955796152
1013,-9010.217330530088
1014,-9071.289332016717
1015,-9001.312757640137
1016,-9053.487806285857
1017,-9019.826667289724
1018,-8976.856670448902
1019,-8926.919576343542
1020,-8930.827166739338
1021,-8975.666421165191
1022,-8960.242309833102
1023,-8951.357766237259
1024,-9017.04378791577
1025,-9107.744767866387
1026,-9147.718074575381
1027,-8977.757250352972
1028,-8950.313527636683
1029,-8974.49302320052
1030,-8964.592107514247
1031,-8978.96841079902
1032,-8967.158808968961
1033,-8964.681921625493
1034,-8993.53489764372
1035,-8999.74996937273
1036,-9061.567697598195
1037,-9065.985750380003
1038,-8996.310422964174
1039,-8977.395413752123
1040,-9000.87683369587
1041,-8960.387629534911
1042,-8788.732032244416
1043,-8841.768135172053
1044,-8811.344953801738
1045,-8830.673224648537
1046,-8772.462689200203
1047,-8741.931063662276
1048,-8763.152920639246
1049,-8737.359371333172
1050,-8730.987077049822
1051,-8699.419342745776
1052,-8664.98240114769
1053,-8626.500919081154
1054,-8613.165605007818
1055,-8546.181384600939
1056,-8566.242613588616
1057,-8605.229172917348
1058,-8633.187667651757
1059,-8620.706202754674
1060,-8606.206411752202
1061,-8634.664026073178
1062,-8582.000959276555
1063,-8554.768977620997
1064,-8500.915713973594
1065,-8580.61830171997
1066,-8565.956553240045
1067,-8625.678168010576
1068,-8677.574494587147
1069,-8639.4162078876
1070,-8604.075555718644
1071,-8548.221105575132
1072,-8528.614530965058
1073,-8510.45150770568
1074,-8508.413262650645
1075,-8413.714009000361
1076,-8346.948135518875
1077,-8324.047212365864
1078,-8344.607213250016
1079,-8335.501461120584
1080,-8397.683755882748
1081,-8323.615067607128
1082,-8232.794836001849
1083,-8262.217527852694
1084,-8251.274583505587
1085,-8257.77445944658
1086,-8185.158466729549
1087,-8243.140457218564
1088,-8234.69665284334
1089,-8181.4483722351115
1090,-8197.755980269972
1091,-8246.410952483284
1092,-8206.972166737683
1093,-8138.148508704096
1094,-8125.246008322458
1095,-8106.99964068993
1096,-7987.226180079014
1097,-8059.520501833411
1098,-8232.629143875154
1099,-8314.270123606642
1100,-8295.826847292767
1101,-8290.868570153876
1102,-8352.886894432033
1103,-8325.529411959598
1104,-8325.494200286124
1105,-8277.74413527612
1106,-8269.219148478078
1107,-8296.308134711779
1108,-8250.252491891542
1109,-8167.218882949043
1110,-8118.740328309826
1111,-8174.402838701607
1112,-8207.664005255072
1113,-8150.255728226054
1114,-8121.198012233035
1115,-8121.2537782481295
1116,-8141.573195201909
1117,-8127.5304918286865
1118,-8177.313985286167
1119,-8212.561225615003
1120,-8220.162895069861
1121,-8264.311501706059
1122,-8295.197354267137
1123,-8310.10317709185
1124,-8237.721032189247
1125,-8338.313934195074
1126,-8227.675159801774
1127,-8288.305697095297
1128,-8254.604636651378
1129,-8314.123267506877
1130,-8266.581468602344
1131,-8226.327861069094
1132,-8222.346181792109
1133,-8293.659593090902
1134,-8267.935561845106
1135,-8269.314950523798
1136,-8281.18589476474
1137,-8320.561093898825
1138,-8373.757438223533
1139,-8386.76796368199
1140,-8404.931266349531
1141,-8490.397256412558
1142,-8520.747598139638
1143,-8469.980835460745
1144,-8432.650667272863
1145,-8366.7714383254
1146,-8375.024615353139
1147,-8291.9713324231
1148,-8349.706873806574
1149,-8361.675452115065
1150,-8288.207925283275
1151,-8216.982362258677
1152,-8183.888314758534
1153,-8184.349566285004
1154,-8157.205251189071
1155,-8132.074819237892
1156,-8102.974478510575
1157,-8133.8349990925535
1158,-8089.2858513260635
1159,-8094.617581569099
1160,-8083.942239516171
1161,-8016.914743975835
1162,-8013.745207020429
1163,-8076.557479359108
1164,-8026.902252922913
1165,-8092.743034583967
1166,-8199.769613440512
1167,-8176.706966361397
1168,-8210.245962230845
1169,-8182.174086606497
1170,-8272.0279992544
1171,-8283.694402554313
1172,-8342.667970463008
1173,-8401.89356631034
1174,-8429.664717207595
1175,-8390.19340232461
1176,-8470.42522259267
1177,-8439.142513674591
1178,-8514.923979813804
1179,-8473.739399735574
1180,-8555.595337908626
1181,-8417.372590109035
1182,-8416.337852492783
1183,-8372.056959948823
1184,-8339.488733532826
1185,-8340.375663781586
1186,-8284.938387444017
1187,-8240.1554119001
1188,-8163.938689876213
1189,-8231.342913786775
1190,-8272.388382170164
1191,-8207.263037899984
1192,-8253.888679499525
1193,-8232.655794619866
1194,-8221.830687183046
1195,-8199.873744174136
1196,-8208.529506848521
1197,-8239.775067740933
1198,-8305.066938808792
1199,-8352.26653453078
1200,-8385.182596386921
1201,-8310.417126838902
1202,-8334.454510643463
1203,-8345.225258768869
1204,-8374.434167148705
1205,-8376.1423744433
1206,-8314.878876895813
1207,-8280.87702390785
1208,-8241.059968860589
1209,-8223.366778585383
1210,-8225.281773946943
1211,-8198.200408877456
1212,-8253.75863964481
1213,-8206.855927276045
1214,-8186.280447698381
1215,-8234.335033009678
1216,-8200.10945296264
1217,-8164.864383795665
1218,-8138.1568794592995
1219,-8143.377686853881
1220,-8210.52016580837
1221,-8179.245233485371
1222,-8153.963063610061
1223,-8199.830659389561
1224,-8231.105587326638
1225,-8237.82778148297
1226,-8205.91209901345
1227,-8184.897768242499
1228,-8199.215385799573
1229,-8185.75724126851
1230,-8236.913999339447
1231,-8178.042243373998
1232,-8195.497835337845
1233,-8217.28448170901
1234,-8130.445045653054
1235,-8143.881617103074
1236,-8113.710964133183
1237,-8138.349366649511
1238,-8109.164544128483
1239,-8149.302915567561
1240,-8185.706488061545
1241,-8187.428475275476
1242,-8232.910951767923
1243,-8185.900887936215
